"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Area total","num Area rptg","over votes","under votes"
208,"HOUSE OF DELEGATES, 97th District (Vote For 1)","LUCIA VALENTINE","DEM",3888,45.84,0,8733,2,2,"0","0"
209,"HOUSE OF DELEGATES, 98th District (Vote For 1)","JOE FUNKHOUSER","REP",5136,65.99,0,8098,1,1,"0","0"
210,"HOUSE OF DELEGATES, 98th District (Vote For 1)","TROY N. MILLER","DEM",2647,34.01,0,8098,1,1,"0","0"
211,"HOUSE OF DELEGATES, 99th District (Vote For 1)","WAYNE CLARK","REP",5199,57.97,0,9358,1,1,"0","0"
212,"HOUSE OF DELEGATES, 99th District (Vote For 1)","OSMUND ANTONIO ANDERSON","DEM",3770,42.03,0,9358,1,1,"0","0"
213,"HOUSE OF DELEGATES, 100th District (Vote For 1)","WILLIAM RIDENOUR","REP",4610,53.38,0,8888,1,1,"0","0"
214,"HOUSE OF DELEGATES, 100th District (Vote For 1)","MARIA RUSSO","DEM",4027,46.62,0,8888,1,1,"0","0"
215,"Amendment No.1: Protection of Persons Against Medically Assisted Suicide (Vote For 1)","FOR","",340403,50.44,0,770587,55,55,"0","0"
216,"Amendment No.1: Protection of Persons Against Medically Assisted Suicide (Vote For 1)","AGAINST","",334521,49.56,0,770587,55,55,"0","0"
217,"NONPARTISAN ELECTION OF CIRCUIT COURT JUDGE, 14th Judicial Circuit - Division 2 (Vote For 1)","MICHAEL E. FROBLE","",13397,50.57,0,31259,1,1,"0","0"
218,"NONPARTISAN ELECTION OF CIRCUIT COURT JUDGE, 14th Judicial Circuit - Division 2 (Vote For 1)","RUSSELL O. “RUSTY” WOOTON","",13096,49.43,0,31259,1,1,"0","0"
