"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
474,"Solicitor, Circuit 14 (Vote For 1)","Write-In","NON",1511,1.43,204181,153530,5,5,"0","0"
475,"Solicitor, Circuit 16 (Vote For 1)","REP Kevin Brackett","REP",120377,98.61,206211,163362,2,2,"0","0"
476,"Solicitor, Circuit 16 (Vote For 1)","Write-In","NON",1691,1.39,206211,163362,2,2,"0","0"
477,"Amendment 1 (Vote For 1)","Yes, In Favor of the Question","NON",1982956,85.94,3343423,2566404,46,46,"0","0"
478,"Amendment 1 (Vote For 1)","No, Opposed to the Question","NON",324432,14.06,3343423,2566404,46,46,"0","0"
479,"Aiken County School Board District 1 (Vote For 1)","Deborah L Tyler","NON",4801,98.14,124969,12731,2,2,"0","0"
480,"Aiken County School Board District 1 (Vote For 1)","Write-In","NON",91,1.86,124969,12731,2,2,"0","0"
481,"Mayor - Ware Shoals (Vote For 1)","Bryan Ross","NON",625,97.20,57059,1511,2,2,"0","0"
482,"Mayor - Ware Shoals (Vote For 1)","Write-In","NON",18,2.80,57059,1511,2,2,"0","0"
483,"Town Council - Ware Shoals (Vote For 3)","Valerie D Jackson","NON",460,32.88,57059,1511,2,2,"0","0"
484,"Town Council - Ware Shoals (Vote For 3)","Kim Jensen","NON",358,25.59,57059,1511,2,2,"0","0"
485,"Town Council - Ware Shoals (Vote For 3)","Eli Morse","NON",213,15.23,57059,1511,2,2,"0","0"
486,"Town Council - Ware Shoals (Vote For 3)","Patty F Walters","NON",344,24.59,57059,1511,2,2,"0","0"
487,"Town Council - Ware Shoals (Vote For 3)","Write-In","NON",24,1.72,57059,1511,2,2,"0","0"
488,"Anderson County School Trustee District 2 Area 2 (Vote For 1)","Mason Gary","NON",6619,99.37,467186,15549,2,2,"0","0"
489,"Anderson County School Trustee District 2 Area 2 (Vote For 1)","Write-In","NON",42,0.63,467186,15549,2,2,"0","0"
490,"Anderson County School Trustee District 2 Area 5 (Vote For 1)","Phillip S Ashley","NON",6425,99.23,467186,15549,2,2,"0","0"
491,"Anderson County School Trustee District 2 Area 5 (Vote For 1)","Write-In","NON",50,0.77,467186,15549,2,2,"0","0"
492,"Anderson County School Trustee District 2 Area 6 (Vote For 1)","DuPre Keys","NON",6293,99.68,467186,15549,2,2,"0","0"
493,"Anderson County School Trustee District 2 Area 6 (Vote For 1)","Write-In","NON",20,0.32,467186,15549,2,2,"0","0"
494,"Greenville County School Board District 27 (Vote For 1)","Sarah Dulin","NON",10749,55.34,381291,35642,2,2,"0","0"
495,"Greenville County School Board District 27 (Vote For 1)","Missey Marsh","NON",8551,44.03,381291,35642,2,2,"0","0"
496,"Greenville County School Board District 27 (Vote For 1)","Write-In","NON",123,0.63,381291,35642,2,2,"0","0"
497,"Lexington County School Trustee District 3 (Vote For 4)","Burgundy Barr","NON",1464,11.56,201854,14266,2,2,"0","0"
498,"Lexington County School Trustee District 3 (Vote For 4)","Sonya Winstead Cary","NON",2377,18.78,201854,14266,2,2,"0","0"
499,"Lexington County School Trustee District 3 (Vote For 4)","Craig A Caughman","NON",2631,20.78,201854,14266,2,2,"0","0"
500,"Lexington County School Trustee District 3 (Vote For 4)","Stacey B Derrick","NON",2704,21.36,201854,14266,2,2,"0","0"
501,"Lexington County School Trustee District 3 (Vote For 4)","Cynthia Etheredge","NON",3398,26.84,201854,14266,2,2,"0","0"
502,"Lexington County School Trustee District 3 (Vote For 4)","Write-In","NON",86,0.68,201854,14266,2,2,"0","0"
503,"Mayor - Hardeeville (Vote For 1)","Harry Williams","NON",6280,98.80,163771,12695,2,2,"0","0"
504,"Mayor - Hardeeville (Vote For 1)","Write-In","NON",76,1.20,163771,12695,2,2,"0","0"
505,"City Council - Hardeeville (Vote For 2)","John M Carroll","NON",4341,44.04,163771,12695,2,2,"0","0"
506,"City Council - Hardeeville (Vote For 2)","Landon Papay","NON",2481,25.17,163771,12695,2,2,"0","0"
507,"City Council - Hardeeville (Vote For 2)","Bo White","NON",2966,30.09,163771,12695,2,2,"0","0"
508,"City Council - Hardeeville (Vote For 2)","Write-In","NON",68,0.69,163771,12695,2,2,"0","0"
509,"Pickens County School Trustee District 1 (Vote For 1)","Betty Bagley","NON",3015,99.31,202039,6719,2,2,"0","0"
510,"Pickens County School Trustee District 1 (Vote For 1)","Write-In","NON",21,0.69,202039,6719,2,2,"0","0"
511,"Thicketty Creek Watershed Conservation District (Vote For 3)","Earby Cash","NON",3153,38.12,240492,17246,2,2,"0","0"
512,"Thicketty Creek Watershed Conservation District (Vote For 3)","Robert Perrine","NON",2672,32.31,240492,17246,2,2,"0","0"
513,"Thicketty Creek Watershed Conservation District (Vote For 3)","Joey Shetley","NON",2394,28.94,240492,17246,2,2,"0","0"
514,"Thicketty Creek Watershed Conservation District (Vote For 3)","Write-In","NON",52,0.63,240492,17246,2,2,"0","0"
515,"Brushy Creek Watershed Conservation District (Vote For 2)","Eric McConnell","NON",4999,64.31,202039,24557,2,2,"0","0"
516,"Brushy Creek Watershed Conservation District (Vote For 2)","Carter Vest","NON",2710,34.86,202039,24557,2,2,"0","0"
517,"Brushy Creek Watershed Conservation District (Vote For 2)","Write-In","NON",64,0.82,202039,24557,2,2,"0","0"
518,"Three and Twenty Watershed Conservation District (Vote For 3)","J Mark Bishop","NON",3440,59.81,202039,22351,2,2,"0","0"
519,"Three and Twenty Watershed Conservation District (Vote For 3)","Joseph Chad Langston","NON",2169,37.71,202039,22351,2,2,"0","0"
520,"Three and Twenty Watershed Conservation District (Vote For 3)","Write-In","NON",143,2.49,202039,22351,2,2,"0","0"
521,"Rocky Creek Watershed Conservation District (Vote For 3)","Fred W Castles III","NON",1757,38.03,35580,8883,2,2,"0","0"
522,"Rocky Creek Watershed Conservation District (Vote For 3)","Calvin C Clark","NON",1408,30.48,35580,8883,2,2,"0","0"
523,"Rocky Creek Watershed Conservation District (Vote For 3)","Oscar L Buddy Peay","NON",1434,31.04,35580,8883,2,2,"0","0"
524,"Rocky Creek Watershed Conservation District (Vote For 3)","Write-In","NON",21,0.45,35580,8883,2,2,"0","0"
525,"Rabon Creek Watershed Conservation District (Vote For 3)","Bobby Balcombe","NON",3564,35.34,381291,24907,2,2,"0","0"
526,"Rabon Creek Watershed Conservation District (Vote For 3)","Brian Brownlee","NON",3836,38.04,381291,24907,2,2,"0","0"
527,"Rabon Creek Watershed Conservation District (Vote For 3)","Roosevelt Lancaster","NON",2640,26.18,381291,24907,2,2,"0","0"
528,"Rabon Creek Watershed Conservation District (Vote For 3)","Write-In","NON",45,0.45,381291,24907,2,2,"0","0"
529,"Little Lynches Creek Watershed Conservation District (Vote For 3)","Bet Hunter Faile","NON",1254,47.52,110814,10286,2,2,"0","0"
530,"Little Lynches Creek Watershed Conservation District (Vote For 3)","Ashli R Young","NON",1336,50.63,110814,10286,2,2,"0","0"
531,"Little Lynches Creek Watershed Conservation District (Vote For 3)","Write-In","NON",49,1.86,110814,10286,2,2,"0","0"
532,"Tinker's Creek Watershed Conservation District (Vote For 3)","Travis Allen","NON",1955,66.84,209978,7322,2,2,"0","0"
533,"Tinker's Creek Watershed Conservation District (Vote For 3)","Charlie O Barber Jr","NON",952,32.55,209978,7322,2,2,"0","0"
534,"Tinker's Creek Watershed Conservation District (Vote For 3)","Write-In","NON",18,0.62,209978,7322,2,2,"0","0"
535,"Fire District Commissioner Piedmont Public Service Area (Vote For 2)","Beth Owens Dickson","NON",678,21.28,467186,8729,2,2,"0","0"
536,"Fire District Commissioner Piedmont Public Service Area (Vote For 2)","Jackson P Lollis","NON",652,20.46,467186,8729,2,2,"0","0"
537,"Fire District Commissioner Piedmont Public Service Area (Vote For 2)","Rudy Rhodes","NON",791,24.83,467186,8729,2,2,"0","0"
538,"Fire District Commissioner Piedmont Public Service Area (Vote For 2)","Charlene E Spelts","NON",484,15.19,467186,8729,2,2,"0","0"
539,"Fire District Commissioner Piedmont Public Service Area (Vote For 2)","Tracy Stephens","NON",563,17.67,467186,8729,2,2,"0","0"
540,"Fire District Commissioner Piedmont Public Service Area (Vote For 2)","Write-In","NON",18,0.56,467186,8729,2,2,"0","0"
541,"Fire District Commissioner South Lynches (Vote For 3)","Randy G Graham","NON",2519,47.09,103030,10246,2,2,"0","0"
542,"Fire District Commissioner South Lynches (Vote For 3)","Lindward C James Jr","NON",1215,22.71,103030,10246,2,2,"0","0"
543,"Fire District Commissioner South Lynches (Vote For 3)","Kit W Billy McLean Jr","NON",1600,29.91,103030,10246,2,2,"0","0"
544,"Fire District Commissioner South Lynches (Vote For 3)","Write-In","NON",15,0.28,103030,10246,2,2,"0","0"
545,"Lexington/Richland School District 5 Bond Referendum (Vote For 1)","Yes, In favor of the Question","NON",40387,70.74,450983,61589,2,2,"0","0"
546,"Lexington/Richland School District 5 Bond Referendum (Vote For 1)","No, Opposed to the Question","NON",16706,29.26,450983,61589,2,2,"0","0"
547,"Straight Party 1 (Vote For 1)","Constitution","CON",309,0.09,842896,643516,12,12,"0","0"
548,"Straight Party 1 (Vote For 1)","United Citizens","UNC",1057,0.31,842896,643516,12,12,"0","0"
549,"Straight Party 1 (Vote For 1)","Green","GRN",491,0.14,842896,643516,12,12,"0","0"
550,"Straight Party 1 (Vote For 1)","Republican","REP",215167,62.31,842896,643516,12,12,"0","0"
551,"Straight Party 1 (Vote For 1)","Libertarian","LIB",617,0.18,842896,643516,12,12,"0","0"
552,"Straight Party 1 (Vote For 1)","Democratic","DEM",127396,36.89,842896,643516,12,12,"0","0"
553,"Straight Party 1 (Vote For 1)","Workers","WRK",257,0.07,842896,643516,12,12,"0","0"
554,"Straight Party 2 (Vote For 1)","Constitution","CON",791,0.08,2500527,1922888,34,34,"0","0"
555,"Straight Party 2 (Vote For 1)","United Citizens","UNC",2555,0.26,2500527,1922888,34,34,"0","0"
556,"Straight Party 2 (Vote For 1)","Green","GRN",1439,0.15,2500527,1922888,34,34,"0","0"
557,"Straight Party 2 (Vote For 1)","Republican","REP",577814,59.23,2500527,1922888,34,34,"0","0"
558,"Straight Party 2 (Vote For 1)","Alliance","ALN",147,0.02,2500527,1922888,34,34,"0","0"
559,"Straight Party 2 (Vote For 1)","Libertarian","LIB",1479,0.15,2500527,1922888,34,34,"0","0"
560,"Straight Party 2 (Vote For 1)","Democratic","DEM",390682,40.05,2500527,1922888,34,34,"0","0"
561,"Straight Party 2 (Vote For 1)","Workers","WRK",610,0.06,2500527,1922888,34,34,"0","0"
